SIZE 36X36
LAYER 1
01,01,25,25,49,49,73,73,97,97,121,121,145,145,169,169,193,193,217,217,241,241,265,265,289,289,313,313,337,337,361,361,385,385,409,409
02,01,26,25,50,49,74,73,98,97,122,121,146,145,170,169,194,193,218,217,242,241,266,265,290,289,314,313,338,337,362,361,386,385,410,409
02,02,26,26,50,50,74,74,98,98,122,122,146,146,170,170,194,194,218,218,242,242,266,266,290,290,314,314,338,338,362,362,386,386,410,410
03,03,27,27,51,51,75,75,99,99,123,123,147,147,171,171,195,195,219,219,243,243,267,267,291,291,315,315,339,339,363,363,387,387,411,411
04,03,28,27,52,51,76,75,100,99,124,123,148,147,172,171,196,195,220,219,244,243,268,267,292,291,316,315,340,339,364,363,388,387,412,411
04,04,28,28,52,52,76,76,100,100,124,124,148,148,172,172,196,196,220,220,244,244,268,268,292,292,316,316,340,340,364,364,388,388,412,412
05,05,29,29,53,53,77,77,101,101,125,125,149,149,173,173,197,197,221,221,245,245,269,269,293,293,317,317,341,341,365,365,389,389,413,413
06,05,30,29,54,53,78,77,102,101,126,125,150,149,174,173,198,197,222,221,246,245,270,269,294,293,318,317,342,341,366,365,390,389,414,413
06,06,30,30,54,54,78,78,102,102,126,126,150,150,174,174,198,198,222,222,246,246,270,270,294,294,318,318,342,342,366,366,390,390,414,414
07,07,31,31,55,55,79,79,103,103,127,127,151,151,175,175,199,199,223,223,247,247,271,271,295,295,319,319,343,343,367,367,391,391,415,415
08,07,32,31,56,55,80,79,104,103,128,127,152,151,176,175,200,199,224,223,248,247,272,271,296,295,320,319,344,343,368,367,392,391,416,415
08,08,32,32,56,56,80,80,104,104,128,128,152,152,176,176,200,200,224,224,248,248,272,272,296,296,320,320,344,344,368,368,392,392,416,416
09,09,33,33,57,57,81,81,105,105,129,129,153,153,177,177,201,201,225,225,249,249,273,273,297,297,321,321,345,345,369,369,393,393,417,417
10,09,34,33,58,57,82,81,106,105,130,129,154,153,178,177,202,201,226,225,250,249,274,273,298,297,322,321,346,345,370,369,394,393,418,417
10,10,34,34,58,58,82,82,106,106,130,130,154,154,178,178,202,202,226,226,250,250,274,274,298,298,322,322,346,346,370,370,394,394,418,418
11,11,35,35,59,59,83,83,107,107,131,131,155,155,179,179,203,203,227,227,251,251,275,275,299,299,323,323,347,347,371,371,395,395,419,419
12,11,36,35,60,59,84,83,108,107,132,131,156,155,180,179,204,203,228,227,252,251,276,275,300,299,324,323,348,347,372,371,396,395,420,419
12,12,36,36,60,60,84,84,108,108,132,132,156,156,180,180,204,204,228,228,252,252,276,276,300,300,324,324,348,348,372,372,396,396,420,420
13,13,37,37,61,61,85,85,109,109,133,133,157,157,181,181,205,205,229,229,253,253,277,277,301,301,325,325,349,349,373,373,397,397,421,421
14,13,38,37,62,61,86,85,110,109,134,133,158,157,182,181,206,205,230,229,254,253,278,277,302,301,326,325,350,349,374,373,398,397,422,421
14,14,38,38,62,62,86,86,110,110,134,134,158,158,182,182,206,206,230,230,254,254,278,278,302,302,326,326,350,350,374,374,398,398,422,422
15,15,39,39,63,63,87,87,111,111,135,135,159,159,183,183,207,207,231,231,255,255,279,279,303,303,327,327,351,351,375,375,399,399,423,423
16,15,40,39,64,63,88,87,112,111,136,135,160,159,184,183,208,207,232,231,256,255,280,279,304,303,328,327,352,351,376,375,400,399,424,423
16,16,40,40,64,64,88,88,112,112,136,136,160,160,184,184,208,208,232,232,256,256,280,280,304,304,328,328,352,352,376,376,400,400,424,424
17,17,41,41,65,65,89,89,113,113,137,137,161,161,185,185,209,209,233,233,257,257,281,281,305,305,329,329,353,353,377,377,401,401,425,425
18,17,42,41,66,65,90,89,114,113,138,137,162,161,186,185,210,209,234,233,258,257,282,281,306,305,330,329,354,353,378,377,402,401,426,425
18,18,42,42,66,66,90,90,114,114,138,138,162,162,186,186,210,210,234,234,258,258,282,282,306,306,330,330,354,354,378,378,402,402,426,426
19,19,43,43,67,67,91,91,115,115,139,139,163,163,187,187,211,211,235,235,259,259,283,283,307,307,331,331,355,355,379,379,403,403,427,427
20,19,44,43,68,67,92,91,116,115,140,139,164,163,188,187,212,211,236,235,260,259,284,283,308,307,332,331,356,355,380,379,404,403,428,427
20,20,44,44,68,68,92,92,116,116,140,140,164,164,188,188,212,212,236,236,260,260,284,284,308,308,332,332,356,356,380,380,404,404,428,428
21,21,45,45,69,69,93,93,117,117,141,141,165,165,189,189,213,213,237,237,261,261,285,285,309,309,333,333,357,357,381,381,405,405,429,429
22,21,46,45,70,69,94,93,118,117,142,141,166,165,190,189,214,213,238,237,262,261,286,285,310,309,334,333,358,357,382,381,406,405,430,429
22,22,46,46,70,70,94,94,118,118,142,142,166,166,190,190,214,214,238,238,262,262,286,286,310,310,334,334,358,358,382,382,406,406,430,430
23,23,47,47,71,71,95,95,119,119,143,143,167,167,191,191,215,215,239,239,263,263,287,287,311,311,335,335,359,359,383,383,407,407,431,431
24,23,48,47,72,71,96,95,120,119,144,143,168,167,192,191,216,215,240,239,264,263,288,287,312,311,336,335,360,359,384,383,408,407,432,431
24,24,48,48,72,72,96,96,120,120,144,144,168,168,192,192,216,216,240,240,264,264,288,288,312,312,336,336,360,360,384,384,408,408,432,432
