SIZE 24X24
LAYER 1
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,02,02,02,02,02,02,02,02,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00
01,00,05,05,05,05,05,05,05,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00
01,00,05,00,00,00,00,00,00,00,02,07,07,07,07,07,07,07,07,07,07,07,07,07
01,00,05,00,00,00,00,00,00,00,02,02,02,02,02,02,02,02,02,02,02,02,02,07
01,00,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00,00,02,07
01,00,05,03,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,03,00,00,02,07
01,00,05,03,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,09,02,07
01,00,05,05,05,00,00,00,00,00,00,04,04,04,00,00,00,00,00,03,00,09,02,07
01,00,00,00,00,00,00,00,00,00,00,04,00,00,00,00,03,03,03,03,00,09,02,07
01,00,08,08,08,08,08,08,08,08,08,04,00,00,00,00,03,00,00,00,00,09,02,07
01,00,00,00,00,00,00,00,00,00,08,04,00,00,00,00,03,00,00,00,00,09,02,07
01,00,00,06,06,00,00,00,00,00,08,04,00,00,00,00,03,00,00,00,00,09,02,07
01,00,00,06,00,00,00,00,00,00,08,04,00,00,00,00,03,00,00,00,00,09,02,02
01,00,00,06,00,00,04,04,04,04,04,04,00,00,00,00,03,00,00,00,00,09,09,02
01,00,00,06,00,00,04,00,00,00,00,00,00,00,00,00,03,10,10,10,00,00,09,02
01,00,00,06,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,09,02
01,00,00,06,00,11,11,11,11,11,11,11,11,11,11,11,10,00,00,00,00,00,09,02
01,00,00,06,06,06,06,06,06,06,06,06,06,06,00,11,10,00,00,00,00,00,09,02
01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,10,00,00,00,00,00,09,02
01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,10,00,00,00,00,00,09,02
01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,10,00,00,00,00,00,09,02
01,00,09,09,09,09,09,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,09,02
01,00,00,00,00,00,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,02
