SIZE 17X20
LAYER 1
01,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06
01,06,01,01,01,03,03,03,03,03,09,09,09,09,09,09,06
01,06,01,04,01,03,01,01,01,03,06,06,06,06,06,06,06
01,06,01,04,01,03,01,04,01,03,01,01,01,02,02,02,02
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,01,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,02,01,05,01
01,06,01,04,01,03,01,04,01,03,01,05,01,01,01,05,08
01,06,01,04,01,03,01,04,01,01,01,05,05,05,05,05,08
01,06,01,04,01,01,01,04,08,08,08,08,08,08,08,08,08
01,01,01,04,04,04,04,04,08,07,07,07,07,07,07,07,07
