SIZE 20X20
LAYER 1
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,00,00,00,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,01
01,02,03,04,05,06,00,00,00,00,00,00,00,00,00,00,00,00,05,01
02,02,03,04,06,06,00,00,00,00,00,00,00,00,00,00,00,00,05,01
02,03,03,04,06,07,07,07,07,07,07,07,07,07,07,07,00,00,05,01
02,03,04,04,06,07,14,14,14,14,14,11,11,11,11,08,08,08,05,01
02,03,04,06,06,07,14,13,13,13,14,12,12,12,11,09,09,08,05,01
02,03,04,06,07,07,14,13,15,13,14,13,13,12,11,10,09,08,05,01
02,03,04,06,07,14,14,13,15,13,14,14,13,12,11,10,09,08,05,01
02,03,04,06,07,13,13,13,15,13,13,13,13,12,11,10,09,08,05,01
02,03,04,06,07,12,12,12,12,12,12,12,12,12,11,10,09,08,05,01
02,03,04,06,07,11,11,11,11,11,11,11,11,11,11,10,09,08,05,01
02,03,04,06,07,10,10,10,10,10,10,10,10,10,10,10,09,08,05,01
02,03,04,06,07,09,09,09,09,09,09,09,09,09,09,09,09,08,05,01
02,03,04,06,07,08,08,08,08,08,08,08,08,08,08,08,08,08,05,01
02,03,04,06,07,07,00,00,00,00,00,00,00,00,00,05,05,05,05,01
02,03,04,06,06,06,06,06,06,06,06,06,06,06,06,05,04,03,02,01
02,03,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,03,02,00
02,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,02,00
02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,00
