SIZE 30X30
03,03,03,03,03,03,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,01,06,09
08,08,08,08,08,03,03,03,03,03,03,03,03,03,03,03,03,03,17,17,17,17,17,17,17,17,13,01,06,09
04,04,04,04,08,08,08,08,08,08,08,08,08,08,08,08,08,03,03,03,03,03,03,03,03,17,13,01,06,09
07,07,07,04,04,04,04,04,04,04,04,04,04,04,04,04,08,08,08,08,08,08,08,08,03,17,13,01,06,09
10,10,07,07,07,07,07,07,07,07,07,07,07,07,07,04,04,04,04,04,04,04,04,08,03,17,13,01,06,09
11,10,10,10,10,10,10,10,10,10,10,10,10,10,07,07,07,07,07,07,07,19,04,08,03,17,13,01,06,09
11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,07,19,04,08,03,17,13,01,06,09
26,26,24,18,18,15,15,15,15,15,15,15,11,11,11,11,11,11,11,10,07,19,04,08,03,17,13,01,06,09
26,24,24,18,15,15,14,14,14,14,14,14,14,14,14,14,14,14,11,10,07,19,04,08,03,17,13,01,06,09
26,24,18,18,15,14,14,16,16,16,16,16,16,16,16,16,16,16,11,10,07,19,04,08,03,17,13,01,06,09
26,24,18,15,15,14,16,16,12,12,12,12,12,12,12,12,12,12,11,10,07,04,04,08,03,17,13,01,06,09
26,24,18,15,14,14,16,12,12,02,02,02,02,02,02,02,02,12,11,10,07,04,08,08,03,17,13,01,06,09
26,24,18,15,14,25,16,12,02,02,20,09,09,09,09,09,02,12,11,10,07,04,08,03,03,17,13,01,06,09
26,24,18,15,14,25,16,12,02,23,20,09,06,06,06,06,02,12,11,10,07,04,08,03,17,17,13,01,06,09
26,24,18,15,14,25,16,12,02,23,20,09,06,01,01,02,02,12,11,10,07,04,08,03,17,13,13,01,06,09
26,24,18,15,14,25,16,12,02,23,20,09,06,01,03,04,04,05,05,05,05,04,08,03,17,13,01,01,06,09
26,24,18,15,14,25,16,12,02,23,20,09,06,01,03,03,04,04,04,04,04,04,08,03,17,13,01,06,06,09
26,24,18,15,14,25,16,12,02,23,20,09,06,01,13,03,03,21,21,21,03,03,03,03,13,13,01,06,09,09
26,24,18,15,14,25,16,12,02,23,20,09,06,01,13,13,03,03,03,03,03,13,13,13,13,01,01,06,09,02
26,24,18,15,14,14,16,12,02,23,20,09,06,01,01,13,13,13,13,13,13,13,01,01,01,01,06,06,09,02
26,24,18,15,15,14,16,12,02,23,20,09,06,06,01,01,01,22,22,22,22,01,01,06,06,06,06,09,09,02
26,24,18,18,15,14,16,12,02,23,23,09,09,06,06,06,01,01,01,01,01,01,06,06,09,09,09,09,02,02
26,24,24,18,15,14,16,12,02,02,23,23,09,09,09,06,06,06,06,06,06,06,06,09,09,02,02,02,02,12
26,27,24,18,15,14,16,12,12,02,02,23,23,23,09,09,09,09,09,09,09,09,09,09,02,02,12,12,12,12
26,27,24,18,15,14,16,16,12,12,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,12,12,16,16,16
26,27,24,18,15,14,14,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,14,14
26,27,24,18,15,15,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,15
26,27,24,18,18,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15
26,27,24,24,18,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18
26,26,26,24,24,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
